metric,n,mean,median,q25,q75,q90,q95,min,max
clean_pos_pairwise_active_active,612171,0.34464647524273867,0.33663366336633666,0.29357798165137616,0.3838383838383838,0.43564356435643564,0.47619047619047616,0.16393442622950818,1.0
clean_pos_nearest_active_active,1107,0.7012968802081025,0.7027027027027027,0.6436781609195402,0.7588284171167428,0.8,0.8339660339660342,0.425531914893617,1.0
clean_pos_nearest_inactive,1107,0.7553272466791076,0.7560975609756098,0.7168037602820212,0.7946961714085001,0.8287218045112783,0.846153846153846,0.5714285714285714,0.9859154929577465
clean_pos_mean_to_inactive,1107,0.3411325115994162,0.34673423175555584,0.3222076783816168,0.36467710060478375,0.37727028270284174,0.38614957244833703,0.2323670213973143,0.41693571284378683
test_active_nearest_DEL_active,221,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_active_mean_to_DEL_active,221,0.34597329542609495,0.347890089235013,0.32743277846910374,0.3679128167530777,0.3815415923185932,0.3902971093551519,0.24189682789973982,0.41450207752856283
test_all_nearest_DEL_active,2435,0.2909010454455584,0.22330097087378642,0.19827586206896552,0.25252525252525254,0.29245283018867924,1.0,0.1276595744680851,1.0
