bb3,count,fraction,mean_read_count,max_read_count
CCOC1=C(C(F)(F)F)C=C(N)C=C1,61,0.0028847063274378133,931.688524590164,2629.0
CCCOC1=C(CN)C=CC=C1,60,0.0028374160597748983,810.4666666666667,2589.0
NCC12CC3CC(CC(C3)C1)C2,60,0.0028374160597748983,829.3833333333333,3561.0
CC(C)(C)CC(C)(C)N=C=O,60,0.0028374160597748983,968.9166666666666,3631.0
O=C(NC1CCCCC1)C1=CC(B(O)O)=C(F)C=C1,60,0.0028374160597748983,873.9833333333333,1952.0
COC1=C(N)C(CCN2CCCC2)=CC=C1,56,0.0026482549891232382,915.4464285714286,2520.0
CC1=CC=CC(CCN)=C1,55,0.0026009647214603237,899.5818181818182,2762.0
NC1=CC=C(CC2=CC=CC=C2)C=C1,54,0.0025536744537974086,961.0555555555555,2353.0
CC(CC(=O)O)CC(C)(C)C,53,0.0025063841861344936,873.3396226415094,4194.0
NC1=CC=C(OC2CCCCC2)C=C1,52,0.0024590939184715786,839.1538461538462,2462.0
NCC1=CC(Cl)=C(C(F)(F)F)C=C1,49,0.0023172231154828336,834.8571428571429,1782.0
COC1=CC(C(F)(F)F)=CC(N)=C1,49,0.0023172231154828336,823.2857142857143,2246.0
CC1(C)COB(C2=CC=CC(C(=O)NC3CCCC3)=C2)OC1,48,0.0022699328478199185,952.2708333333334,3337.0
CC1=C(C)C=C(CCN)C=C1,47,0.0022226425801570035,853.2765957446809,2218.0
CC(CN)CC1=C2C=CC=CC2=CC=C1,46,0.0021753523124940885,721.9130434782609,1537.0
NC1=CC=C(OC2CCCC2)C=C1,46,0.0021753523124940885,809.195652173913,1725.0
N#CC1(C2=CC=C(N)C=C2)CCCC1,45,0.002128062044831174,764.6444444444444,2005.0
CCOC1=C(OC)C=CC=C1CN,43,0.002033481509505344,823.3953488372093,2363.0
O=C(O)CC1CCCCCC1,41,0.0019389009741795139,721.609756097561,1340.0
CCCOC1=C(C(C)N)C=CC=C1,41,0.0019389009741795139,792.8780487804878,1870.0
NC1=CC2=C(C=C1)OC(F)(F)O2,40,0.0018916107065165989,801.025,2450.0
CCOC1=C(N2C=CC=C2)C=C(N)C=C1,39,0.0018443204388536838,930.4358974358975,2804.0
NCCC1=CC(F)=CC=C1,39,0.0018443204388536838,823.5897435897435,2191.0
CCCCC1=CC(N)=CC=C1,38,0.0017970301711907688,925.4473684210526,2653.0
NCC1=C(F)C(C(F)(F)F)=CC=C1,37,0.001749739903527854,813.3513513513514,2090.0
CC1=CC(CCN)=C(C)C=C1,37,0.001749739903527854,785.1351351351351,1970.0
O=C(O)CCCC1CCCCC1,35,0.001655159368202024,701.3714285714286,1645.0
O=C(O)CCC1CCCCC1,34,0.001607869100539109,732.4117647058823,1291.0
NC1=CC=C(OC2=NC=CS2)C=C1,34,0.001607869100539109,1008.3235294117648,3119.0
NCC1(C2=CC=C(Cl)C=C2)CC1,33,0.001560578832876194,767.030303030303,1378.0
CCN(C1=CC=C(N)C=C1)C1=NC(C)=CC(C)=N1,33,0.001560578832876194,748.7878787878788,1346.0
CC1=C(N)C=CC(Cl)=C1,31,0.0014659982975503642,667.258064516129,1304.0
CC(C)(C)CCN,30,0.0014187080298874491,906.4666666666667,2628.0
COC1=CC=C(CCCN)C=C1,30,0.0014187080298874491,877.6666666666666,1920.0
NCCC1=C(Cl)C(Cl)=CC=C1,29,0.0013714177622245341,835.0344827586207,1796.0
CC1(C)OB(C2=CC=C(NC(=O)NC3CC3)C=C2)OC1(C)C,28,0.0013241274945616191,983.5,1885.0
NCC1=CC(Cl)=CC(Cl)=C1,27,0.0012768372268987043,802.6296296296297,1702.0
CC(C)C1=CC(N)=CC=C1,27,0.0012768372268987043,887.3333333333334,2003.0
O=C(NC1CCCCC1)C1=CC=CC(B(O)O)=C1,27,0.0012768372268987043,857.2222222222222,1701.0
COC1=CC=CC(CCCN)=C1,26,0.0012295469592357893,705.5384615384615,1124.0
CCOC1=CC=CC(CCN)=C1,26,0.0012295469592357893,844.3846153846154,1571.0
NCCCC1=NC2=C(C=CC=C2)S1,26,0.0012295469592357893,928.6923076923077,3416.0
CCN(CCN)C1=CC(C)=CC=C1,25,0.0011822566915728743,743.52,1301.0
CC(C)OC1=C(Cl)C=C(N)C=C1,24,0.0011349664239099593,999.0,2237.0
NCCC1=C(Cl)C=C(Cl)C=C1,24,0.0011349664239099593,865.625,2077.0
NCCC1=CC2=C(C=CC=C2)C=C1,24,0.0011349664239099593,752.875,1606.0
CCOC1=CC=C(CCCN)C=C1,23,0.0010876761562470443,1023.3478260869565,3683.0
CC(C)(C)C1=CC=CC(N)=C1,22,0.0010403858885841295,880.8181818181819,1562.0
CC(C)C1=CC=C(N=C=O)C=C1,22,0.0010403858885841295,722.5,1146.0
CCCNC(=O)C1=CC(B(O)O)=CC(F)=C1,21,0.0009930956209212144,868.1428571428571,2094.0
CC(C)OC1=C(CCN)C=CC=C1,21,0.0009930956209212144,973.047619047619,3358.0
CN(CCCN)C1=CC=CC=C1,21,0.0009930956209212144,795.2857142857143,1603.0
CC1(C)OB(C2=CC=C(NC(=O)N3CCCC3)C=C2)OC1(C)C,20,0.0009458053532582994,862.85,1804.0
NC1=CC=C(OCCN2CCOCC2)C=C1,19,0.0008985150855953844,806.7368421052631,1888.0
NC1=CC(C(F)(F)F)=C(Cl)C=C1,19,0.0008985150855953844,858.1578947368421,1958.0
CC1=CC(C)=C(CCN)C=C1,19,0.0008985150855953844,909.2105263157895,2513.0
NCC1=CC=C(OC2=CC=CC=C2)C=C1,19,0.0008985150855953844,748.8947368421053,1461.0
NCC1(C2=CC=C(F)C=C2)CCCC1,18,0.0008512248179324695,684.3333333333334,1126.0
CC1=C(Cl)C=CC(N)=C1,17,0.0008039345502695545,982.5882352941177,2566.0
NCC1=CC=C(C2=CC=CS2)S1,17,0.0008039345502695545,871.6470588235294,2454.0
NCC1=C(Cl)C=C(F)C=C1,16,0.0007566442826066396,893.125,1660.0
CCC1CCC(C(=O)O)CC1,16,0.0007566442826066396,761.1875,1461.0
CC(C)C1=CC=C(CN)C=C1,16,0.0007566442826066396,915.75,2180.0
CC1=C(CN)C=C(F)C=C1,16,0.0007566442826066396,699.5,1208.0
NCCC1=CC=C(OC2=CC=CC=C2)C=C1,16,0.0007566442826066396,860.5,1766.0
CC(C)C1=C(CN)SN=N1,16,0.0007566442826066396,978.0,2380.0
CC1=C(CN)C=CC=C1,16,0.0007566442826066396,950.375,2056.0
CC1=C(C(F)(F)F)C=C(N)C=C1,15,0.0007093540149437246,797.6,1953.0
NC1=CC2=C(C=C1)CCC2,14,0.0006620637472808096,849.2142857142857,1759.0
CC1(C)OB(C2=CC=CC(NC(=O)C3=CC(C(F)(F)F)=CC=C3)=C2)OC1(C)C,14,0.0006620637472808096,900.8571428571429,2305.0
NCCCCC1=CC=CC=C1,14,0.0006620637472808096,734.6428571428571,1561.0
CCC(C)OC1=CC=C(CN)C=C1,14,0.0006620637472808096,813.4285714285714,1628.0
NCC1=C(F)C(F)=CC(F)=C1,14,0.0006620637472808096,817.0,1694.0
CCCCC1=NC2=C(C=CC(N)=C2)O1,14,0.0006620637472808096,832.2857142857143,1491.0
NCCCN1C=CC2=C1C=CC=C2,14,0.0006620637472808096,1011.0714285714286,3710.0
CC1=C(CN)C=CC(F)=C1,14,0.0006620637472808096,796.2857142857143,1536.0
CC1=CC(OCCN)=C(Cl)C=C1,13,0.0006147734796178947,859.6153846153846,1883.0
NCCC1=CC=C(F)C=C1,13,0.0006147734796178947,792.4615384615385,1421.0
NCC1=C(N2CCCC2)C=CC=C1,13,0.0006147734796178947,837.3076923076923,1411.0
CC(C)(C)C1=CC=CC(C(=O)O)=C1,13,0.0006147734796178947,817.4615384615385,2115.0
CC1=C(OCCCN)C=CC=C1,13,0.0006147734796178947,700.9230769230769,933.0
O=C=NCCC1=CC=C(F)C=C1,12,0.0005674832119549796,729.5,1704.0
CC1=C(OCC2=CC=CC=C2)C=C(N)C=C1,12,0.0005674832119549796,1054.8333333333333,2612.0
CC(C)(C)C1=CC=C(CN)C=C1,12,0.0005674832119549796,776.75,1418.0
NC1CCCCCC1,12,0.0005674832119549796,941.6666666666666,2710.0
NCCCOC1CCCCC1,12,0.0005674832119549796,969.0833333333334,2816.0
CC(C)OC1=C(CN)C=CC=C1,12,0.0005674832119549796,712.5,1128.0
CCC1=CC=C(CN)C=C1,12,0.0005674832119549796,984.1666666666666,2960.0
NC1=CC(OC2=CC=CC=C2)=CC=C1,12,0.0005674832119549796,1066.3333333333333,1865.0
NC1=CC(CC2=CC=CC=C2)=CC=C1,11,0.0005201929442920647,773.0909090909091,1690.0
NCCCOC1=CC(Cl)=CC=C1,11,0.0005201929442920647,1045.090909090909,3785.0
CCC1=CC=C(CCN)C=C1,11,0.0005201929442920647,763.7272727272727,1748.0
NCCCOC1CCCC1,11,0.0005201929442920647,674.5454545454545,980.0
N[C@@H]1C[C@H]1C1=CC=CC=C1,11,0.0005201929442920647,879.0,1717.0
NC1=CC=C(OCC2=CC=CC=C2)C=C1,11,0.0005201929442920647,738.4545454545455,1129.0
CC(C)COC1=CC=C(N)C=C1,10,0.0004729026766291497,941.9,2606.0
CCCCOC1=CC=C(N)C=C1,10,0.0004729026766291497,1226.9,2691.0
NC1=CC(Cl)=C(Cl)C=C1,10,0.0004729026766291497,787.2,1119.0
CCC1=CC=C(N)C=C1,10,0.0004729026766291497,847.4,1258.0
CCOC1=C(F)C(N)=CC=C1F,10,0.0004729026766291497,736.1,1088.0
CCOC1=C(Cl)C=C(N)C=C1,10,0.0004729026766291497,833.4,1156.0
CC1=C(CCN)C=CC=C1,10,0.0004729026766291497,778.8,1656.0
CC(C)(C)CCCC(=O)O,10,0.0004729026766291497,660.1,962.0
CCC(C)OC1=CC=C(N)C=C1,10,0.0004729026766291497,803.4,1431.0
CC(C)(C)OC1=CC=C(N)C=C1,10,0.0004729026766291497,759.6,1190.0
CC1=C(OCC2=CC=CC=C2)C=CC(N)=C1,10,0.0004729026766291497,773.7,1117.0
O=C(O)C12CC3CC(CC(C3)C1)C2,9,0.00042561240896623476,954.0,1331.0
O=C=NC1CCCCCC1,9,0.00042561240896623476,810.0,1273.0
CC1=CC=CC(CN)=C1C,9,0.00042561240896623476,838.4444444444445,1975.0
CC1(CN)CCCCC1,9,0.00042561240896623476,756.3333333333334,1364.0
COC1=C(C2=CC=CC=C2)C=C(N)C=C1,8,0.0003783221413033198,865.375,1420.0
NCC1(C2=CC=CC=C2)CCCC1,8,0.0003783221413033198,944.75,2087.0
NCC1=CC(C(F)(F)F)=C(Cl)C=C1,8,0.0003783221413033198,881.375,1625.0
CC1=NC(CCN)=NC(C(F)(F)F)=C1,8,0.0003783221413033198,674.5,995.0
CC(C)OC1=CC=C(CN)C=C1,8,0.0003783221413033198,921.25,1640.0
COC1=C(Cl)C=C(N)C(Cl)=C1,8,0.0003783221413033198,640.25,779.0
CC(C)(C)[C@H]1CC[C@H](C(=O)O)CC1,8,0.0003783221413033198,787.25,1468.0
CC1=C(F)C=C(CN)C=C1,8,0.0003783221413033198,915.875,1784.0
CN1N=CC=C1CN,7,0.0003310318736404048,768.0,1202.0
NCCOC1=CC=C(Cl)C=C1,7,0.0003310318736404048,723.2857142857143,975.0
NC1=CC(Cl)=C(N2CCCC2)C=C1,7,0.0003310318736404048,804.8571428571429,1289.0
CC1=CC(C)=C(OCCN)C(C)=C1,7,0.0003310318736404048,1076.5714285714287,3753.0
COC1=CC=CC(CN)=C1OC,7,0.0003310318736404048,790.5714285714286,1230.0
NCC1(C2=CC=CC=C2)CC1,7,0.0003310318736404048,944.0,2071.0
CC(C)CCOC1=C(CCN)C=CC=C1,7,0.0003310318736404048,697.0,849.0
CC1=C(OCCN)C(C)=CC=C1,7,0.0003310318736404048,648.8571428571429,932.0
C[C@@H](CN)C1=CC=CC=C1,7,0.0003310318736404048,815.4285714285714,1050.0
CC1=CC=C(CC2(N)CC2)C=C1,7,0.0003310318736404048,922.7142857142857,2165.0
NCC1=CC(C(F)(F)F)=CC=C1,7,0.0003310318736404048,676.5714285714286,1173.0
COC1=C2CC(N)CCC2=CC=C1,7,0.0003310318736404048,770.0,1049.0
CC1CCCN(C2=C(Cl)C=C(N)C=C2)C1,7,0.0003310318736404048,765.5714285714286,1153.0
CC1=C(CN)OC2=C1C=CC=C2,7,0.0003310318736404048,1000.2857142857143,2121.0
CC1CCN(S(=O)(=O)CCN)CC1,6,0.0002837416059774898,1312.8333333333333,2515.0
CC(C)OC1=CC=C(N)C=C1,6,0.0002837416059774898,775.0,1118.0
NC1=CC(C2=NC=C(C(F)(F)F)C=C2)=CC=C1,6,0.0002837416059774898,828.0,1116.0
CCCOC1=C(CN)C=C(Cl)C=C1,6,0.0002837416059774898,823.6666666666666,1170.0
O=C=NC12CC3CC(CC(C3)C1)C2,6,0.0002837416059774898,632.1666666666666,751.0
O=C=NCC1=C(Cl)C=CC=C1,6,0.0002837416059774898,759.1666666666666,925.0
NCCC1=CC2=C(C=C1)OCO2,6,0.0002837416059774898,1227.6666666666667,1679.0
NCC1=NOC(C2CCCO2)=N1,6,0.0002837416059774898,565.0,655.0
CCCOC1=CC=C(CN)C=C1,6,0.0002837416059774898,662.6666666666666,909.0
CC1=NC(C(=O)O)=CS1,6,0.0002837416059774898,876.5,1186.0
NCC1=CSC2=C1CCCC2,6,0.0002837416059774898,749.8333333333334,988.0
COC1=C(N=C=O)C=C(Cl)C=C1,6,0.0002837416059774898,887.3333333333334,1647.0
CC1=CC(CN)=C(C(F)(F)F)C=C1,6,0.0002837416059774898,776.1666666666666,1638.0
NCCC1=C(F)C=CC=C1,6,0.0002837416059774898,1061.8333333333333,1854.0
CCC1=CC(N)=CC=C1,6,0.0002837416059774898,1050.1666666666667,1866.0
O=C(NCC1=CC=CO1)C1=CC=CC(B(O)O)=C1,6,0.0002837416059774898,992.6666666666666,1909.0
CC(N)CC1=CC2=C(C=C1)OC=C2,6,0.0002837416059774898,734.6666666666666,1122.0
CC1=C(OCCN)C=CC=C1,5,0.00023645133831457486,661.8,1031.0
O=C(O)C1CCCCCC1,5,0.00023645133831457486,650.2,773.0
CC1=CC=CC(CN)=C1F,5,0.00023645133831457486,1070.4,1960.0
NC1=CC=C(OCC2=CC=CO2)C=C1,5,0.00023645133831457486,1009.4,1983.0
N#CC1=CC(N)=CC=C1,5,0.00023645133831457486,700.6,1036.0
CC1=C(N)C=CC=C1N1C=CC=C1,5,0.00023645133831457486,1092.4,1403.0
CC(N)CCC1=CC=CC=C1,5,0.00023645133831457486,806.8,1076.0
CCOC1=C(OC(F)F)C=CC(N)=C1,5,0.00023645133831457486,1033.0,1894.0
NC1=CC(Cl)=C(F)C=C1,5,0.00023645133831457486,1884.8,2668.0
CC1=CC=C(C2=CN=C(N)C=C2)C=C1,5,0.00023645133831457486,733.8,1168.0
NCCC1=C(F)C=C(F)C=C1,5,0.00023645133831457486,756.4,1031.0
NCCCC1=C[NH]C2=C1C=CC=C2,5,0.00023645133831457486,1239.4,1761.0
CC1=C(F)C=CC(CN)=C1,5,0.00023645133831457486,805.0,1182.0
NC1=CC(C2=CC=CC=C2)=CC=C1,5,0.00023645133831457486,673.2,797.0
O=C(O)CCC1CCCC1,5,0.00023645133831457486,693.0,757.0
NCC1=C(OCC2=CC=CC=C2)C=CC=C1,5,0.00023645133831457486,1053.4,1523.0
CCCOC1=C(CCN)C=CC=C1,5,0.00023645133831457486,767.0,1036.0
NCC1=CC=C(Cl)C=C1,5,0.00023645133831457486,678.6,860.0
NC1=CC=C(Cl)C=C1,5,0.00023645133831457486,1026.2,2333.0
CC1CC2=C(C=CC(N)=C2)O1,5,0.00023645133831457486,587.0,722.0
NC1CCN(C2=C(F)C=CC=C2)CC1,4,0.0001891610706516599,588.25,713.0
NC1=CC(Cl)=C(OCC2=NC=CC=C2)C=C1,4,0.0001891610706516599,887.25,1035.0
NCCC1=CSC(C2=NC=CN=C2)=N1,4,0.0001891610706516599,700.25,1007.0
CC1=C(CN)SC(C2=CC=CC=C2)=N1,4,0.0001891610706516599,747.5,1123.0
O=C(O)CCCCC1=CC=CS1,4,0.0001891610706516599,513.5,518.0
N#CC1=CC=C(NC(=O)C2=CC(B(O)O)=CC=C2)C=C1,4,0.0001891610706516599,881.5,1512.0
O=C(O)CC1CCCCC1,4,0.0001891610706516599,783.75,1176.0
CCCC1=C(C(=O)O)C=NN1C1=CC=CC=C1,4,0.0001891610706516599,637.75,776.0
NCC1=C(N2CCOCC2)C=CC=C1,4,0.0001891610706516599,660.25,835.0
O=C(NC1=CC=C(F)C=C1)C1=CC(B(O)O)=CC=C1,4,0.0001891610706516599,929.25,1509.0
COC1=C(CCN)C=CC=C1,4,0.0001891610706516599,1193.0,2052.0
NC1=CC=CC(OC(F)F)=C1,4,0.0001891610706516599,842.5,1109.0
CC(N)C1=C(Cl)C=C(Cl)C=C1,4,0.0001891610706516599,816.0,940.0
O=C(NC1=CC(F)=C(F)C=C1)C1=CC=CC(B(O)O)=C1,4,0.0001891610706516599,865.75,1127.0
CC(N)CC1=CC=CS1,4,0.0001891610706516599,666.25,866.0
NC1=CC(C(F)F)=CC=C1,4,0.0001891610706516599,796.75,1084.0
CC(C)(C)C1CCC(C(=O)O)CC1,4,0.0001891610706516599,794.5,1070.0
NCC1=CC(C(F)(F)F)=C(F)C=C1,4,0.0001891610706516599,672.25,746.0
COC1=C(C2=CC=C(N)C=C2)C=CC=C1,4,0.0001891610706516599,727.75,934.0
C[C@H]1CC[C@H](C(=O)O)CC1,4,0.0001891610706516599,525.0,525.0
CN(C)C(=O)NC1=CC=C(B2OC(C)(C)C(C)(C)O2)C=C1,4,0.0001891610706516599,994.0,1962.0
CCCNC(=O)C1=CC(B(O)O)=CC=C1,4,0.0001891610706516599,631.75,699.0
NC1=CC(CN2C=CC=N2)=CC=C1,4,0.0001891610706516599,789.75,1283.0
CC1=C(N)C(F)=CC=C1,4,0.0001891610706516599,551.5,659.0
CC1=C(C#N)C=C(N)C=C1,4,0.0001891610706516599,1006.5,1860.0
NC1=CC(F)=C(Cl)C=C1,4,0.0001891610706516599,1021.25,1621.0
CCCCOC1=CC(N)=CC=C1,4,0.0001891610706516599,613.75,870.0
CC1=CC=CC(CN)=C1,4,0.0001891610706516599,925.75,1590.0
CC(C(=O)O)C1CCCCC1,3,0.0001418708029887449,863.3333333333334,1311.0
NC1=NN(CC2=C(Cl)C=CC=C2F)C=C1,3,0.0001418708029887449,1097.0,1408.0
N[C@H]1CCC2=C(C=CC=C2)C1,3,0.0001418708029887449,694.3333333333334,917.0
NCCC(O)C1=CC=CC=C1,3,0.0001418708029887449,779.6666666666666,887.0
NC1=CC(C2=CSC=C2)=CC=C1,3,0.0001418708029887449,658.3333333333334,784.0
CC(C)CCOC1=CC=C(CCN)C=C1,3,0.0001418708029887449,1003.0,1263.0
O=C(O)CCC1=C(F)C=CC=C1F,3,0.0001418708029887449,927.0,1187.0
CN(CCN)C1=CC=CC=C1,3,0.0001418708029887449,820.0,1223.0
CC1=CC(C(F)(F)F)=CC(N)=C1,3,0.0001418708029887449,728.0,1013.0
CC1=C(CCC(=O)O)C=CC=C1,3,0.0001418708029887449,773.3333333333334,1070.0
CC1=C(Cl)C=C(N)C=C1,3,0.0001418708029887449,710.0,965.0
CC1=C(C)C=C(CC(=O)O)C=C1,3,0.0001418708029887449,1099.6666666666667,1466.0
NCC1=CC(C(F)(F)F)=CC=C1Cl,3,0.0001418708029887449,1240.6666666666667,1884.0
COC1=C(C2=CN=CO2)C=CC(N)=C1,3,0.0001418708029887449,624.3333333333334,770.0
CC1=C(F)C(C)=CC(N)=C1,3,0.0001418708029887449,744.6666666666666,984.0
NCCC1=CC=C(OCC2=CC=CC=C2)C=C1,3,0.0001418708029887449,664.0,779.0
CCOC1=C(C#N)C=C(N)C=C1,3,0.0001418708029887449,759.3333333333334,896.0
CCCCNC(=O)C1=CC=C(B(O)O)C=C1,3,0.0001418708029887449,952.6666666666666,1200.0
CCOC1=CC(F)=C(N)C=C1,3,0.0001418708029887449,1128.6666666666667,1336.0
NCC1=CC=C(OC(F)F)C=C1,3,0.0001418708029887449,706.6666666666666,931.0
NCCC1=C[NH]C2=C1C=CC=C2,3,0.0001418708029887449,545.6666666666666,566.0
NC1=CC=C(C2=CC=CS2)C=C1,3,0.0001418708029887449,717.0,880.0
O=C(O)CCCC1=CC=C(F)C=C1,3,0.0001418708029887449,610.3333333333334,690.0
CC1=C(F)C(C)=CC(CC(=O)O)=C1,3,0.0001418708029887449,1781.0,2601.0
CCCCCC1CCC(C(=O)O)CC1,3,0.0001418708029887449,628.0,809.0
CC1=C(C)C=C(CN)C=C1,3,0.0001418708029887449,765.0,964.0
CC1=C(F)C=CC(CN)=C1F,3,0.0001418708029887449,742.0,877.0
CC(C)C1=CC(C(=O)O)=CC=C1,3,0.0001418708029887449,661.0,867.0
NC1=CC=C(C2=CC=CC=C2)C=C1,3,0.0001418708029887449,867.3333333333334,1164.0
CC1=CC=CC(NC(=O)C2=CC=CC(B(O)O)=C2)=C1C,3,0.0001418708029887449,1078.6666666666667,1830.0
O=C(O)C1CCCCN1S(=O)(=O)C1=CC=CC=C1,3,0.0001418708029887449,1064.0,1578.0
CC(C(=O)O)C1=CC=C(Cl)C=C1,3,0.0001418708029887449,822.3333333333334,983.0
O=C(O)CC1CC2=C(C=CC=C2)C1,3,0.0001418708029887449,1098.6666666666667,1287.0
CCN(CC)C1=C(Cl)C=C(N)C=C1,3,0.0001418708029887449,607.3333333333334,723.0
NCCC1=CC=CS1,3,0.0001418708029887449,1550.0,2413.0
O=S(=O)(C1=CC=CS1)N1CCNCC1,3,0.0001418708029887449,662.6666666666666,760.0
CC1=C(F)C=CC(N)=C1,3,0.0001418708029887449,1084.3333333333333,1430.0
CCCCCN,3,0.0001418708029887449,1095.3333333333333,1624.0
CCOC1=CC=C(CN)C=C1,3,0.0001418708029887449,825.6666666666666,1100.0
NCC1CCCCC1,3,0.0001418708029887449,965.6666666666666,1087.0
CC1=CC(C)=C(NC(=O)C2=CC=CC(B(O)O)=C2)C=C1,3,0.0001418708029887449,914.0,1325.0
CC1=C(N)C=CC(Cl)=C1Cl,3,0.0001418708029887449,575.3333333333334,621.0
CCC1=C(CN)SC(C)=N1,3,0.0001418708029887449,638.6666666666666,715.0
CC1=CC(CC2(N)CC2)=CC=C1,3,0.0001418708029887449,670.3333333333334,713.0
COC1=CC=C(CN)C=C1,3,0.0001418708029887449,979.0,1205.0
NC1=CC2=C(C=C1)N(CC1=CC=CC=C1)N=C2,3,0.0001418708029887449,691.0,956.0
CC1=C(F)C=CC(CC(=O)O)=C1,3,0.0001418708029887449,824.6666666666666,901.0
NC1=CN(CC2=CC=C(F)C=C2)N=C1,3,0.0001418708029887449,879.3333333333334,1023.0
